order_id,customer_id,product_id,product,category,quantity,unit_price,discount,gross_sales,sales,product_cost,shipping_cost,total_cost,profit,returns,return_reason,payment_method,payment_status,customer_type,customer_value,warehouse,city,state,region,order_date,delivery_date,delivery_days,shipping_mode,delivery_status,rating,review_count
ORD022111,CUST06420,P-BOO-231,Self-Help Book,BOOKS,3,449.03,313.87,1347.09,1033.22,837.89,229.43,1067.32,-34.1,No,,UPI,Paid,Returning,Premium,WH-PAT,Patna,Bihar,East,31-05-2023,01-06-2023,1,Express,Delivered,5,1
ORD022817,CUST06262,P-ELE-665,LED TV,Electronics,1,31593.12,0,31593.12,31593.12,17850.11,355.85,18205.96,13387.16,No,,Credit Card,Paid,Returning,Budget,WH-NAG,Nagpur,Maharashtra,West,11-07-2024,11-07-2024,0,Same-Day,Delivered,5,1
ORD005481,CUST02544,P-SPO-115,Cycling Helmet,Sports & Fitness,2,9350.05,2599.31,18700.1,0,0,0,0,0,Yes,Not as Described,Credit Card,Refunded,Returning,Regular,WH-PAT,Patna,Bihar,East,16-12-2023,20-12-2023,4,Standard,Returned,,0
ORD012886,CUST03923,P-BEA-446,Sunscreen Lotion,Beauty & Personal Care,5,1610.94,0,8054.7,8054.7,3874.31,235.32,4109.63,3945.07,No,,Credit Card,Paid,New,Premium,WH-HYD,Hyderabad,Telangana,South,11-02-2023,12-02-2023,1,Express,Delivered,5,1
ORD020083,CUST05755,P-ELE-847,Bluetooth Speaker,Electronics,1,38731.32,0,38731.32,38731.32,25485.21,102.74,25587.95,13143.37,No,,Wallet,Paid,New,Premium,WH-JAI,Jaipur,Rajasthan,North,30-09-2023,05-10-2023,5,Standard,Delivered,5,1
ORD003455,CUST07993,P-SPO-200,Treadmill,sports & fitness,1,7519.27,1180.53,7519.27,0,0,0,0,0,No,,Cash on Delivery,Refunded,Returning,Premium,WH-KAR,Karimnagar,Telangana,South,04-04-2025,,,Standard,Cancelled,,0
ORD022210,CUST05148,P-HOM-472,Bedsheet Set,Home & Kitchen,1,10688.23,1923.88,10688.23,8764.35,5440.31,77.25,5517.56,3246.79,No,,Debit Card,Paid,Returning,Regular,WH-SUR,Surat,Gujarat,West,14-06-2023,20-06-2023,6,Standard,Delivered,5,1
ORD009735,CUST07034,P-FOO-197,Casual Sneakers,Footwear,6,1527.61,1374.85,9165.66,0,0,0,0,0,Yes,Better Price Available,Credit Card,Refunded,New,Regular,WH-SUR,Surat,Gujarat,West,04-09-2024,10-09-2024,6,Standard,Returned,,0
ORD022624,CUST08874,P-FUR-732,Wardrobe,Furniture,1,4879.28,878.27,4879.28,0,0,0,0,0,Yes,Not as Described,Net Banking,Refunded,Returning,Budget,WH-LUC,Lucknow,Uttar Pradesh,North,23-02-2023,23-02-2023,0,Same-Day,Returned,2,1
ORD005841,CUST06935,P-CLO-971,Women's Kurti,clothong,2,2235.76,406.91,4471.52,0,0,0,0,0,No,,Cash on Delivery,Refunded,Returning,Budget,WH-HYD,Hyderabad,Telangana,South,08-07-2024,,,Standard,Cancelled,,0
ORD015764,CUST04016,P-CLO-191,Women's Kurti,Clothing,3,2942.66,0,8827.98,8827.98,4722.97,150.87,4873.84,3954.14,No,,Credit Card,Paid,Returning,Budget,WH-DEL,Delhi,Delhi,North,31-08-2023,02-09-2023,2,Express,Delivered,4,1
ORD014026,CUST01090,P-HOM-761,Bedsheet Set,Home & Kitchen,1,14306.64,2432.13,14306.64,11874.51,9213.48,119.93,9333.41,2541.1,No,,Net Banking,Paid,New,Regular,WH-BHO,Bhopal,Madhya Pradesh,Central,18-06-2023,23-06-2023,5,Standard,Delivered,,0
ORD006344,CUST03642,P-TOY-550,Soft Toy,Toys & Games,1,2006.92,114.39,2006.92,1892.53,947.27,423.24,1370.51,522.02,No,, Wallet,Paid,Returning,Budget,WH-VIJ,Vijayawada,Andhra Pradesh,South,07-04-2023,07-04-2023,0,Same-Day,Delivered,4,1
ORD008158,CUST08659,P-TOY-341,Building Blocks Set,Toys & Games,2,2498,529.58,4996,4466.42,2363.11,54.81,2417.92,2048.5,No,,Cash on Delivery,Paid,New,Regular,WH-PAT,Patna,Maharashtra,East,13-08-2025,17-08-2025,4,Standard,Delivered,,0
ORD001737,CUST04886,P-BEA-247,Hair Dryer, BEAUTY & PERSONAL CARE,6,2742.29,0,16453.74,16453.74,7947.16,104.12,8051.28,8402.46,No,,NetBanking,Paid,New,Budget,WH-IND,Indore,Madhya Pradesh,Central,01-03-2023,03-03-2023,2,Express,Delivered,5,1
ORD018373,CUST01336,P-BEA-895,Shampoo Combo,Beauty & Personal Care,3,1504.56,983.98,4513.68,3529.7,3186.66,81,3267.66,262.04,No,,Debit Card,Paid,New,Premium,WH-KOC,Kochi,Kerala,South,25-06-2023,29-06-2023,4,Standard,Delivered,,0
ORD021816,CUST07539,P-TOY-207,Puzzle Set,Toys & Games,4,2837.13,0,11348.52,11348.52,5889.88,43.12,5933,5415.52,No,,Credit Card,Paid,Returning,Regular,WH-PAT,Patna,Bihar,East,30-01-2025,05-02-2025,6,Standard,Delivered,4,1
ORD020890,CUST05799,P-FOO-399,Flip Flops,Footwear,1,1692.95,316.58,1692.95,0,0,0,0,0,No,,Credit Card,Refunded,New,Premium,WH-KAR,Karimnagar,Telangana,South,19-03-2024,,,Express,Cancelled,,0
ORD009828,CUST04238,P-FOO-169,Running Shoes,Footwear,1,3664.19,0,3664.19,0,0,0,0,0,Yes,Quality Not Satisfactory,Net Banking,Refunded,New,Premium,WH-KOC,Kochi,Kerala,South,26-07-2025,28-07-2025,2,Express,Returned,,0
ORD000038,CUST04906,P-CLO-370,Denim Jeans,Clothing,3,2082.53,0,6247.59,6247.59,4192.13,338.59,4530.72,1716.87,No,,UPI,Paid,New,Budget,WH-NOI,Noida,Uttar Pradesh,North,08-08-2023,09-08-2023,1,Same-Day,Delivered,4,1
ORD019368,CUST03563,P-FUR-270,Wooden Bookshelf,Furniture,3,27499.89,0,82499.67,82499.67,55852.28,282.27,56134.55,26365.12,No,,UPI,Paid,Returning,Regular,WH-BEN,Bengaluru,Karnataka,South,27-09-2023,30-09-2023,3,Express,Delivered,,0
ORD014685,CUST01627,P-GRO-755,Basmati Rice 5kg,Grocery,5,907.32,871.03,4536.6,0,0,0,0,0,No,,Credit Card,Refunded,New,Regular,WH-VIJ,Vijayawada,Andhra Pradesh,South,05-06-2023,,,Standard,Cancelled,,0
ORD002414,CUST04593,P-TOY-446,Action Figure,Toys & Games,1,2939.02,0,2939.02,2939.02,1387.22,129.46,1516.68,1422.34,No,,Debit Card,Paid,Returning,Premium,WH-NOI,Noida,Uttar Pradesh,North,20-11-2024,21-11-2024,1,Express,Delivered,2,1
ORD002260,CUST05362,P-BEA-930,Hair Dryer,Beauty & Personal Care,1,594.44,128.4,594.44,0,0,0,0,0,Yes,Size/Fit Issue,Cash On Delivery ,Refunded,New,Regular,WH-KOL,Kolkata,West Bengal,East,04-12-2025,07-12-2025,3,Express,Returned,,0
ORD004975,CUST03461,P-SPO-615,Cycling Helmet,Sports & Fitness,1,5250.64,0,5250.64,5250.64,3481.17,56.82,3537.99,1712.65,No,,Credit Card,Paid,New,Budget,WH-BHU,Bhubaneswar,Odisha,East,06-01-2025,12-01-2025,6,Standard,Delivered,3,1
ORD017754,CUST05312,P-HOM-431,Water Purifier,Home & Kitchen,1,6972.4,264.95,6972.4,6707.45,4406.56,92.33,4498.89,2208.56,No,,UPI,Paid,New,Regular,WH-BHU,Bhubaneswar,Odisha,East,13-12-2023,19-12-2023,6,Standard,Delivered,3,1
ORD000182,CUST08240,P-FOO-265,Casual Sneakers,Footwear,2,3131.57,1547,6263.14,4716.14,3576.25,164.23,3740.48,975.66,No,,Net Banking,Paid,Returning,Premium,WH-AHM,Ahmedabad,Gujarat,West,11-10-2023,12-10-2023,1,Express,Delivered,3,1
ORD018477,CUST07146,P-TOY-873,Building Blocks Set,Toys & Games,1,1975.15,106.66,1975.15,1868.49,1090.28,128.86,1219.14,649.35,No,,Net Banking,Paid,Returning,Budget,WH-GUW,Guwahati,Assam,North-East,16-04-2023,17-04-2023,1,Express,Delivered,5,1
ORD004327,CUST03658,P-FUR-758,Sofa Set,Furniture,1,40175.43,9601.93,40175.43,30573.5,18360.17,879.51,19239.68,11333.82,No,,Net Banking,Paid,Returning,Regular,WH-KAR,Karimnagar,Telangana,South,26-11-2023,26-11-2023,0,Same-Day,Delivered,,0
ORD012144,CUST01674,P-BOO-102,Biography,Books,4,1065.69,758.77,4262.76,3503.99,2144.17,101,2245.17,1258.82,No,,Net Banking,Paid,New,Premium,WH-CHA,Chandigarh,Punjab,North,03-02-2025,09-02-2025,6,Standard,Delivered,5,1
ORD013890,CUST05716,P-SPO-500,Treadmill,Sports & Fitness,5,4713.06,3511.23,23565.3,20054.07,12324.65,86.17,12410.82,7643.25,No,,Cash on Delivery,Paid,Returning,Premium,WH-MUM,Mumbai,Maharashtra,West,07-08-2023,14-08-2023,7,Standard,Delivered,,0
ORD015153,CUST02262,P-ELE-886,Home Theatre System,ELECTRONICS,3,41844.88,16821.64,125534.64,108713,82852.86,157.41,83010.27,25702.73,No,,UPI,Paid,Returning,Budget,WH-BHU,Bhubaneswar,Odisha,East,25-04-2023,27-04-2023,2,Express,Delivered,1,1
ORD009615,CUST03858,P-CLO-126,Women's Kurti,Clothing,4,2444.29,2229.19,9777.16,7547.97,5387.22,82.74,5469.96,2078.01,No,,UPI,Paid,New,Budget,WH-AHM,Ahmedabad,Gujarat,West,09-11-2025,15-11-2025,6,Standard,Delivered,5,1
ORD006529,CUST02273,P-GRO-270,Cooking Oil 1L,Grocery,1,145.78,0,145.78,145.78,81.93,49.07,131,14.78,No,,UPI,Paid,New,Regular,WH-PUN,Pune,Maharashtra,West,13-10-2025,18-10-2025,5,Standard,Delivered,,0
ORD021040,CUST07479,P-BOO-441,Self-Help Book,Books,1,1137.13,123.95,1137.13,1013.18,776.66,70.12,846.78,166.4,No,,UPI,Paid,Returning,Regular,WH-BHO,Bhopal,Madhya Pradesh,Central,12-10-2023,17-10-2023,5,Standard,Delivered,5,1
ORD011704,CUST00392,P-TOY-473,Soft Toy,Toys & Games,3,3983.34,0,11950.02,11950.02,5485.06,54.55,5539.61,6410.41,No,,Net Banking,Paid,New,Regular,WH-BHU,Bhubaneswar,Odisha,East,11-09-2025,15-09-2025,4,Standard,Delivered,3,1
ORD003273,CUST01810,P-CLO-526,Ethnic Kurta Set,Clothing,1,2085.6,95.94,2085.6,1989.66,1078.26,188.47,1266.73,722.93,No,,Credit Card,Paid,New,Budget,WH-KOC,Kochi,Kerala,South,02-09-2024,03-09-2024,1,Express,Delivered,4,1
ORD013056,CUST06069,P-FUR-760,Wooden Bookshelf,Furniture,2,36016.2,0,72032.4,72032.4,49846.42,292.42,50138.84,21893.56,No,,UPI,Paid,Returning,Regular,WH-KAR,Karimnagar,Telangana,South,17-09-2024,18-09-2024,1,Express,Delivered,,0
ORD023102,CUST04595,P-TOY-276,Building Blocks Set,Toys & Games,1,1439.82,244.77,1439.82,0,0,0,0,0,Yes,Better Price Available,Credit Card,Refunded,Returning,Budget,WH-KAR,Karimnagar,Telangana,South,15-06-2025,18-06-2025,3,Express,Returned,,0
ORD013921,CUST01775,P-SPO-485,Cricket Bat,SPORTS & FITNESS,3,5351.35,2632.86,16054.05,13421.19,10354.86,236.02,10590.88,2830.31,No,,credit card,Paid,New,Budget,WH-CHA,Chandigarh,Punjab,North,26-01-2023,27-01-2023,1,Express,Delivered,3,1
ORD010561,CUST08690,P-FUR-466,Bed Frame,Furniture,1,44348.38,1729.59,44348.38,42618.79,32906.5,545.95,33452.45,9166.34,No,,UPI,Paid,New,Regular,WH-BHO,Bhopal,Madhya Pradesh,Central,16-04-2024,18-04-2024,2,Express,Delivered,1,1
ORD010654,CUST08575,P-SPO-881,Dumbbell Set,Sports & Fitness,1,6113.18,1277.65,6113.18,4835.53,3453.95,119.95,3573.9,1261.63,No,,Credit Card,Paid,New,Regular,WH-PAT,Patna,Bihar,East,20-06-2024,23-06-2024,3,Standard,Delivered,3,1
ORD008595,CUST00933,P-GRO-269,Green Tea Pack,grocery,1,416.18,38.29,416.18,0,0,0,0,0,Yes,Defective Product,Debit Card,Refunded,New,Premium,WH-JAI,Jaipur,Rajasthan,North,21-09-2023,24-09-2023,3,Express,Returned,1,1
ORD014862,CUST04053,P-FOO-691,Running Shoes,footwear,1,772.82,0,772.82,0,0,0,0,0,Yes,Changed Mind,Cash on Delivery,Refunded,New,Premium,WH-JAI,Jaipur,Rajasthan,North,26-02-2025,02-03-2025,4,Standard,Returned,1,1
ORD010571,CUST00128,P-SPO-971,Football,Sports & Fitness,4,7739.38,0,30957.52,30957.52,20586.75,58.77,20645.52,10312,No,,UPI,Paid,New,Regular,WH-JAI,Jaipur,Rajasthan,North,11-09-2025,14-09-2025,3,Standard,Delivered,3,1
ORD002263,CUST01355,P-BOO-892,Cookbook,Books,1,810.76,0,810.76,810.76,510.78,94.79,605.57,205.19,No,,UPI,Paid,New,Premium,WH-DEL,Delhi,Delhi,North,12-06-2024,16-06-2024,4,Standard,Delivered,4,1
ORD023064,CUST04770,P-CLO-313,Denim Jeans,Clothing,2,2935.2,0,5870.4,5870.4,2700.38,59.74,2760.12,3110.28,No,,credit card,Paid,New,Premium,WH-GUW,Guwahati,Assam,North-East,23-09-2024,29-09-2024,6,Standard,Delivered,3,1
ORD003999,CUST01900,P-BOO-740,Children's Story Book,Books,1,371.26,53.46,371.26,317.8,277.7,112.03,389.73,-71.93,No,,Credit Card,Paid,Returning,Regular,WH-KAR,Karimnagar,Telangana,South,04-02-2025,10-02-2025,6,Standard,Delivered,5,1
ORD016355,CUST06330,P-BOO-241,Biography,Books,3,656.35,279.61,1969.05,1689.44,1370.46,236.17,1606.63,82.81,No,,Net Banking,Paid,Returning,Premium,WH-DEL,Delhi,Delhi,North,31-05-2023,01-06-2023,1,Express,Delivered,,0
ORD019007,CUST00031,P-CLO-790,Women's Kurti,clothing,5,2259.74,1627.01,11298.7,9671.69,7355.45,247.88,7603.33,2068.36,No,,Debit Card,Paid,Returning,Premium,WH-AHM,Ahmedabad,Gujarat,West,28-05-2024,30-05-2024,2,Express,Delivered,4,1
ORD005998,CUST02107,P-SPO-842,Treadmill,Sports & Fitness,2,2081.37,0,4162.74,4162.74,2447.69,71.8,2519.49,1643.25,No,,UPI,Paid,Returning,Budget,WH-MUM,Mumbai,Maharashtra,West,11-10-2023,17-10-2023,6,Standard,Delivered,5,1
ORD007090,CUST05735,P-BEA-389,Shampoo Combo,Beauty & Personal Care,1,2368.59,274.76,2368.59,2093.83,1454.31,126.77,1581.08,512.75,No,,Net Banking,Paid,New,Budget,WH-KOL,Kolkata,West Bengal,East,25-11-2023,26-11-2023,1,Express,Delivered,3,1
ORD001706,CUST02524,P-FUR-897,Office Chair,furniture,1,29283.19,0,29283.19,29283.19,19619.74,267.53,19887.27,9395.92,No,,Wallet,Paid,New,Budget,WH-HYD,Hyderabad,Telangana,South,04-06-2023,05-06-2023,1,Express,Delivered,5,1
ORD009496,CUST04326,P-FUR-659,Wardrobe,Furniture,3,37010.89,10659.14,111032.67,100373.53,68063.03,224.71,68287.74,32085.79,No,,Net Banking,Paid,Returning,Budget,WH-PUN,Pune,Maharashtra,West,28-03-2025,04-04-2025,7,Standard,Delivered,,0
ORD017355,CUST08142,P-ELE-773,Home Theatre System,Electronics,6,20396.88,26556.74,122381.28,0,0,0,0,0,No,,UPI,Refunded,Returning,Premium,WH-BHO,Bhopal,Madhya Pradesh,Central,13-08-2025,,,Standard,Cancelled,,0
ORD008454,CUST05128,P-ELE-148,Smartphone, electronics ,2,18565.03,0,37130.06,37130.06,17005.57,41.04,17046.61,20083.45,No,,UPI,Paid,Returning,Regular,WH-BHO,Bhopal,Madhya Pradesh,Central,20-05-2024,27-05-2024,7,Standard,Delivered,2,1
ORD019238,CUST07219,P-HOM-208,Bedsheet Set,Home & Kitchen,5,5992.11,0,29960.55,0,0,0,0,0,No,,Credit Card,Refunded,Returning,Premium,WH-GUW,Guwahati,Assam,North-East,27-01-2023,,,Same-Day,Cancelled,,0
ORD013258,CUST02424,P-TOY-729,Action Figure,Toys & Games,2,4373.96,0,8747.92,8747.92,4942.57,48.96,4991.53,3756.39,No,,Credit Card,Paid,New,Premium,WH-LUC,Lucknow,Uttar Pradesh,North,31-07-2024,03-08-2024,3,Standard,Delivered,4,1
ORD014987,CUST04067,P-CLO-327,Track Pants,clothing,2,1199.14,0,2398.28,2398.28,1158.37,65.38,1223.75,1174.53,No,,UPI,Paid,New,Regular,WH-NAG,Nagpur,Maharashtra,West,27-08-2023,31-08-2023,4,Standard,Delivered,4,1
ORD024842,CUST07228,P-BEA-491,Lipstick Set,Beauty & Personal Care,3,2598,919.69,7794,0,0,0,0,0,No,,Cash on Delivery,Refunded,Returning,Premium,WH-HYD,Hyderabad,Telangana,South,13-03-2025,,,Standard,Cancelled,,0
ORD023509,CUST00945,P-FOO-555,Casual Sneakers,Footwear,2,4587.49,0,9174.98,9174.98,4991.19,195.27,5186.46,3988.52,No,,Upi,Paid,Returning,Budget,WH-GUR,Gurugram,Haryana,North,19-01-2024,21-01-2024,2,Express,Delivered,4,1
ORD004845,CUST01123,P-CLO-818,Track Pants,Clothing,1,895.65,131.66,895.65,763.99,550.82,67.3,618.12,145.87,No,,debit card,Paid,Returning,Premium,WH-CHA,Chandigarh,Punjab,North,13-09-2024,16-09-2024,3,Standard,Delivered,,0
ORD010695,CUST03573,P-SPO-119,Badminton Racket,Sports & Fitness,1,604.27,42.9,604.27,0,0,0,0,0,No,,UPI,Refunded,New,Regular,WH-CHE,Chennai,Tamil Nadu,South,14-11-2025,,,Standard,Cancelled,,0
ORD021049,CUST04814,P-SPO-696,Badminton Racket,Sports & Fitness,1,4793.49,843.65,4793.49,3949.84,2650.8,328.43,2979.23,970.61,No,,Net Banking,Paid,New,Regular,WH-BHU,Bhubaneswar,Odisha,East,11-03-2024,11-03-2024,0,Same-Day,Delivered,1,1
ORD023390,CUST06796,P-GRO-517,Dry Fruits Box,Grocery,1,1852.92,316.85,1852.92,1536.07,991.31,108.18,1099.49,436.58,No,,Cash on Delivery,Paid,Returning,Regular,WH-VIS,Visakhapatnam,Andhra Pradesh,South,19-10-2023,22-10-2023,3,Standard,Delivered,,0
ORD015186,CUST01597,P-FUR-961,Study Table,Furniture,2,49489.72,0,98979.44,98979.44,55428.49,472.23,55900.72,43078.72,No,,Cash on Delivery,Paid,New,Budget,WH-VIS,Visakhapatnam,Andhra Pradesh,South,31-05-2023,01-06-2023,1,Express,Delivered,,0
ORD001593,CUST04306,P-FOO-220,Casual Sneakers, Footwear,4,2592.26,362.92,10369.04,10006.12,6760.61,116.08,6876.69,3129.43,No,,Debit Card,Paid,New,Regular,WH-DEL,Delhi,Delhi,North,19-11-2025,23-11-2025,4,Standard,Delivered,5,1
ORD009197,CUST00820,P-ELE-734,Bluetooth Speaker,Electronics,1,50505.02,1969.7,50505.02,48535.32,37171.69,90.19,37261.88,11273.44,No,,Cash on Delivery,Paid,New,Premium,WH-CHE,Chennai,Tamil Nadu,South,14-03-2025,21-03-2025,7,Standard,Delivered,3,1
ORD006443,CUST07110,P-HOM-157,Mixer Grinder,Home & Kitchen,3,7409.57,711.32,22228.71,21517.39,13248.31,79.78,13328.09,8189.3,No,,Cash on Delivery,Paid,Returning,Budget,WH-KOL,Kolkata,West Bengal,East,20-06-2025,27-06-2025,7,Standard,Delivered,3,1
ORD010160,CUST08331,P-GRO-427,Spices Combo Pack,Grocery,3,289.21,0,867.63,867.63,526.65,80.07,606.72,260.91,No,,Credit Card,Paid,New,Regular,WH-NOI,Noida,Uttar Pradesh,North,01-10-2023,07-10-2023,6,Standard,Delivered,5,1
ORD019913,CUST06405,P-BEA-457,Perfume,Beauty & Personal Care,5,640.46,464.33,3202.3,0,0,0,0,0,No,,UPI,Refunded,Returning,Regular,WH-HYD,Hyderabad,Telangana,South,10-04-2025,,,Same-Day,Cancelled,,0
ORD000883,CUST00669,P-GRO-826,Organic Honey,Grocery,1,154.2,36.39,154.2,117.81,91.75,114.05,205.8,-87.99,No,,Wallet,Paid,Returning,Premium,WH-BHU,Bhubaneswar,Odisha,East,26-07-2025,29-07-2025,3,Express,Delivered,,0
ORD015162,CUST03175,P-TOY-709,Remote Control Car,Toys & Games,5,3070.55,0,15352.75,15352.75,9503.35,143.58,9646.93,5705.82,No,, upi,Paid,Returning,Regular,WH-SUR,Surat,Gujarat,West,26-05-2023,28-05-2023,2,Express,Delivered,,0
ORD006102,CUST00234,P-CLO-753,Denim Jeans,clothing,4,2183.43,0,8733.72,8733.72,4602.67,211.85,4814.52,3919.2,No,,UPI,Paid,Returning,Regular,WH-CHE,Chennai,Tamil Nadu,South,20-05-2024,22-05-2024,2,Express,Delivered,,0
ORD024766,CUST02103,P-CLO-278,Winter Jacket,clothong,2,1870.18,486.25,3740.36,3254.11,2633.21,101.43,2734.64,519.47,No,,Credit Card,Paid,Returning,Premium,WH-PAT,Patna,Bihar,East,12-07-2025,19-07-2025,7,Standard,Delivered,4,1
ORD022285,CUST00410,P-GRO-363,Spices Combo Pack,Grocery,4,1720.76,516.23,6883.04,6366.81,3413.99,242.56,3656.55,2710.26,No,,UPI,Paid,New,Regular,WH-LUC,Lucknow,Uttar Pradesh,North,31-08-2023,01-09-2023,1,Same-Day,Delivered,,0
ORD006223,CUST03336,P-FOO-315,Flip Flops,FOOTWEAR,4,5624.68,0,22498.72,22498.72,15996.59,178.35,16174.94,6323.78,No,,Debit Card,Paid,New,Regular,WH-KOC,Kochi,Kerala,South,20-07-2023,21-07-2023,1,Express,Delivered,4,1
ORD011727,CUST02111,P-FUR-676,Study Table,FURNITURE,1,37835.79,1248.58,37835.79,36587.21,21415.06,834.98,22250.04,14337.17,No,, Wallet,Paid,Returning,Premium,WH-CHE,Chennai,Tamil Nadu,South,08-08-2025,09-08-2025,1,Same-Day,Delivered,4,1
ORD003785,CUST03705,P-BOO-661,Children's Story Book,Books,5,351.64,269,1758.2,0,0,0,0,0,Yes,Not as Described,Wallet,Refunded,Returning,Regular,WH-NAG,Nagpur,West Bengal,West,25-06-2025,27-06-2025,2,Express,Returned,,0
ORD024079,CUST04346,P-ELE-465,Smartwatch,Electronics,2,51336.85,0,102673.7,102673.7,49078.03,67.76,49145.79,53527.91,No,,Credit card ,Paid,New,Budget,WH-KAR,Karimnagar,Telangana,South,11-08-2024,15-08-2024,4,Standard,Delivered,5,1
ORD018221,CUST01818,P-FOO-100,Running Shoes,Footwear,2,2319.86,0,4639.72,4639.72,3433.39,97.35,3530.74,1108.98,No,,Debit Card,Paid,Returning,Regular,WH-GUR,Gurugram,Haryana,North,10-10-2023,17-10-2023,7,Standard,Delivered,,0
ORD014958,CUST02798,P-BEA-986,Shampoo Combo,Beauty & Personal Care,3,2991.57,1794.94,8974.71,7179.77,6542.56,116.01,6658.57,521.2,No,,Credit card ,Paid,New,Regular,WH-PAT,Patna,Bihar,East,25-06-2024,02-07-2024,7,Standard,Delivered,,0
ORD021387,CUST04548,P-CLO-821,Women's Kurti,Clothing,1,2576.85,159.76,2576.85,2417.09,1819.26,101.63,1920.89,496.2,No,,CREDIT CARD,Paid,New,Budget,WH-KOL,Kolkata,West Bengal,East,26-05-2024,01-06-2024,6,Standard,Delivered,4,1
ORD012143,CUST04568,P-SPO-892,Cricket Bat,Sports & Fitness,3,3731.79,0,11195.37,0,0,0,0,0,No,,Net Banking,Refunded,New,Budget,WH-COI,Coimbatore,Tamil Nadu,South,27-01-2025,,,Standard,Cancelled,,0
ORD010400,CUST01299,P-FUR-996,Sofa Set,Furniture,4,9051.87,4163.86,36207.48,32043.62,27119.4,164.03,27283.43,4760.19,No,,Net Banking,Paid,New,Premium,WH-COI,Coimbatore,Tamil Nadu,South,14-07-2023,21-07-2023,7,Standard,Delivered,5,1
ORD010367,CUST04908,P-FUR-435,Wardrobe,furniture,2,27954.82,12188.3,55909.64,43721.34,33881.24,568.71,34449.95,9271.39,No,,Debit Card,Paid,Returning,Premium,WH-AHM,Ahmedabad,Gujarat,West,08-11-2023,09-11-2023,1,Express,Delivered,4,1
ORD020854,CUST03424,P-SPO-896,Yoga Mat,sports & fitness,6,6887.47,0,41324.82,41324.82,26530.53,134.55,26665.08,14659.74,No,,UPI,Paid,Returning,Regular,WH-NOI,Noida,Uttar Pradesh,North,18-10-2025,20-10-2025,2,Express,Delivered,,0
ORD021024,CUST02726,P-FOO-727,Sports Sandals,Footwear,3,5346.8,753.9,16040.4,15286.5,7587.11,47.07,7634.18,7652.32,No,,Debit Card,Paid,Returning,Budget,WH-BEN,Bengaluru,Karnataka,South,15-02-2025,22-02-2025,7,Standard,Delivered,5,1
ORD009151,CUST02511,P-CLO-683,Track Pants,Clothing,6,359.89,321.74,2159.34,1837.6,1446.76,60.23,1506.99,330.61,No,,Cash on Delivery,Paid,New,Regular,WH-GUR,Gurugram,Haryana,North,31-12-2024,04-01-2025,4,Standard,Delivered,3,1
ORD019812,CUST02575,P-BOO-205,Fiction Novel,Books,3,813.09,0,2439.27,2439.27,1287.93,190.22,1478.15,961.12,No,,Debit Card,Paid,New,Premium,WH-NAG,Nagpur,Maharashtra,West,16-02-2024,19-02-2024,3,Express,Delivered,4,1
ORD009614,CUST04549,P-TOY-142,Remote Control Car,Toys & Games,1,2602.4,0,2602.4,0,0,0,0,0,No,,Net Banking,Refunded,New,Regular,WH-BEN,Bengaluru,Karnataka,South,07-09-2023,,,Express,Cancelled,,0
ORD015718,CUST06608,P-TOY-851,Remote Control Car,Toys & Games,1,1859.23,0,1859.23,1859.23,1217.8,109.38,1327.18,532.05,No,,UPI,Paid,Returning,Budget,WH-KOL,Kolkata,West Bengal,East,12-06-2023,16-06-2023,4,Standard,Delivered,5,1
ORD009478,CUST08858,P-CLO-743,Track Pants,Clothing,2,2022.52,287.2,4045.04,3757.84,1921.39,145.39,2066.78,1691.06,No,,Cash on Delivery,Paid,Returning,Premium,WH-PUN,Pune,Maharashtra,West,26-11-2023,29-11-2023,3,Express,Delivered,5,1
ORD003214,CUST00075,P-FOO-397,Women's Heels,FOOTWEAR,1,1305.52,0,1305.52,1305.52,911.25,76.56,987.81,317.71,No,,Debit Card,Paid,New,Budget,WH-GUR,Gurugram,Haryana,North,16-04-2025,20-04-2025,4,Standard,Delivered,5,1
ORD023071,CUST02681,P-HOM-579,Mixer Grinder,home & kitchen,2,6862.32,3335.09,13724.64,10389.55,6683.9,230.42,6914.32,3475.23,No,,Net Banking,Paid,Returning,Premium,WH-BHU,Bhubaneswar,Odisha,East,25-07-2023,27-07-2023,2,Express,Delivered,1,1
ORD001266,CUST00814,P-GRO-147,Green Tea Pack,Grocery,4,1368.31,558.27,5473.24,4914.97,4039.25,138.05,4177.3,737.67,No,,Debit Card,Paid,Returning,Premium,WH-CHE,Chennai,Tamil Nadu,South,12-05-2025,13-05-2025,1,Express,Delivered,1,1
ORD000451,CUST08268,P-HOM-475,Mixer Grinder,Home & Kitchen,2,9977.71,3552.06,19955.42,16403.36,10057.53,355.69,10413.22,5990.14,No,,Cash on Delivery,Paid,New,Budget,WH-LUC,Lucknow,Uttar Pradesh,North,18-03-2023,18-03-2023,0,Same-Day,Delivered,5,1
ORD017046,CUST06862,P-BOO-247,Fiction Novel,Books,1,517.79,0,517.79,517.79,269.25,184.38,453.63,64.16,No,,Credit Card,Paid,New,Premium,WH-PAT,Patna,Bihar,East,10-02-2023,12-02-2023,2,Express,Delivered,5,1
